ID,Source,Title,ObjectName,Medium,Period,Classification,ImageURL
CHI_86646,Art Institute of Chicago,Architectural Fragment with Relief Carving,Architectural fragment,Wood,5th–6th century,Reliefs,"https://www.artic.edu/iiif/2/f91b6683-22cc-6370-b22e-c26678a33416/full/600,/0/default.jpg"
CHI_64312,Art Institute of Chicago,Funerary Mask,Funerary Object,"Cartonnage, gold leaf, and pigment","Late Ptolemaic Period-early Roman Period, 1st century BCE",Statuary,"https://www.artic.edu/iiif/2/82f922f7-33cd-fb48-91ca-8aa050786a56/full/600,/0/default.jpg"
CHI_5764,Art Institute of Chicago,Tetradrachm (Coin) Portraying Alexander the Great,Coin,Silver,"297-281 BCE, issued by King Lysimachus of Thrace",Unclassified,"https://www.artic.edu/iiif/2/eed63520-b035-7587-0d5e-07af9216a627/full/600,/0/default.jpg"
CHI_135135,Art Institute of Chicago,Weight in the Form of a Frog,Costume and Accessories,Copper alloy,"New Kingdom, about 1550-1069 BCE",Unclassified,"https://www.artic.edu/iiif/2/8f13cb43-bace-f2a3-ea67-54a4f9907dfd/full/600,/0/default.jpg"
CHI_9768,Art Institute of Chicago,Coin Depicting Cow Suckling Calf,Coin,Silver,229-100 BCE,Unclassified,"https://www.artic.edu/iiif/2/95c7ddd0-899f-ea97-75fb-1826a0f691cf/full/600,/0/default.jpg"
CHI_111030,Art Institute of Chicago,Architectural Relief Depicting the Gigantomachy (Battle Between Gods and Giants),Architectural fragment,Terracotta and pigment,3rd-2nd century BCE,Pottery,"https://www.artic.edu/iiif/2/2f261722-1bf7-95ff-cfb2-5384614a5adb/full/600,/0/default.jpg"
CHI_255,Art Institute of Chicago,Fish Plate,Decorative Arts,"terracotta, red-figure",400-370 BCE,Statuary,"https://www.artic.edu/iiif/2/41e76dfc-8322-cc90-121b-0cab281051d4/full/600,/0/default.jpg"
CHI_180206,Art Institute of Chicago,Statue of Horus,Sculpture,Basalt,Ptolemaic Period (332–30 BCE),Statuary,"https://www.artic.edu/iiif/2/6a766b86-824d-239b-e3b8-eea48af968ee/full/600,/0/default.jpg"
CHI_136017,Art Institute of Chicago,Amulet of the God Bes,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/8c6d7126-3a3c-45df-26cb-cc7dbdfeee2e/full/600,/0/default.jpg"
CHI_135847,Art Institute of Chicago,Amulet of a Papyrus Column,Costume and Accessories,Stone,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/8683ca6f-d381-9e35-7778-bb35b26658cb/full/600,/0/default.jpg"
CHI_173,Art Institute of Chicago,Mastoid (Drinking Cup) with Handles,Vessel,"terracotta, black-figure",500-480 BCE,Statuary,"https://www.artic.edu/iiif/2/24476a3c-c0e8-28cf-8634-105171740077/full/600,/0/default.jpg"
CHI_809,Art Institute of Chicago,Earring with Dolphin Head Finial,Costume and Accessories,"Gold, glass, and sardonyx",3rd-2nd century BCE,Jewellery,"https://www.artic.edu/iiif/2/6ffd5983-4180-9940-9b61-2cbd431766eb/full/600,/0/default.jpg"
CHI_807,Art Institute of Chicago,Necklace with Pendant,Costume and Accessories,"Gold, garnet, and emerald",2nd-3rd century,Jewellery,"https://www.artic.edu/iiif/2/52bacfeb-ef40-05ae-1f0d-dd3bbf320570/full/600,/0/default.jpg"
CHI_134573,Art Institute of Chicago,Amulet of Re-Horakhty,Costume and Accessories,Faience,Late Period–Ptolemaic Period (664–30 BCE),Jewellery,"https://www.artic.edu/iiif/2/dd45d8ab-4538-0a8c-f4c7-8795777e110d/full/600,/0/default.jpg"
CHI_250,Art Institute of Chicago,Column-Krater (Mixing Bowl),Vessel,"terracotta, red-figure",about 450 BCE,Statuary,"https://www.artic.edu/iiif/2/4c8f7420-eab0-ab61-5004-fb78ffff27b6/full/600,/0/default.jpg"
CHI_64165,Art Institute of Chicago,Ram Amulet,Costume and Accessories,Glass,Late Period–Ptolemaic Period (664–30 BCE),Jewellery,"https://www.artic.edu/iiif/2/58ab2466-9c2d-8c45-b82d-564f7e5bbb86/full/600,/0/default.jpg"
CHI_11625,Art Institute of Chicago,Figure of a Youth from a Funerary Stele (Monument),Sculpture,Marble,about 380 BCE,Statuary,"https://www.artic.edu/iiif/2/0c49ea9d-c9bc-381e-9ca5-0fce23cc70ec/full/600,/0/default.jpg"
CHI_100628,Art Institute of Chicago,Side Panel of a Sarcophagus,Sculpture,Marble,First half of the 3rd century,Statuary,"https://www.artic.edu/iiif/2/cf66b02b-5cc7-d717-fe0e-bab118ae5c4c/full/600,/0/default.jpg"
CHI_52764,Art Institute of Chicago,Statuette of Hercules,Sculpture,Bronze,Mid–late 1st century,Statuary,"https://www.artic.edu/iiif/2/de0a8d6e-1734-35c6-b99c-e38d8450eee7/full/600,/0/default.jpg"
CHI_841,Art Institute of Chicago,Earring,Costume and Accessories,Glass,"New Kingdom, mid- to late Dynasty 18, about 1400–1295 BCE",Jewellery,"https://www.artic.edu/iiif/2/1e78a70e-ad01-6ddf-fadb-19bc4b706f7e/full/600,/0/default.jpg"
CHI_5588,Art Institute of Chicago,Denarius (Coin) Portraying Julius Caesar,Coin,Silver,"42 BCE, issued by L. Mussidius Longus",Unclassified,"https://www.artic.edu/iiif/2/cdce82ac-b2ca-5c3e-9420-536a09899e21/full/600,/0/default.jpg"
CHI_333,Art Institute of Chicago,Statuette of a Siren,Sculpture,terracotta,3rd-1st century BCE,Statuary,"https://www.artic.edu/iiif/2/88ce2c7a-7b75-3faa-6abd-3afa0ab21426/full/600,/0/default.jpg"
CHI_9954,Art Institute of Chicago,Denarius (Coin) Portraying Emperor Augustus,Coin,Silver,2 BCE-4 CE,Unclassified,"https://www.artic.edu/iiif/2/ca9dcc82-d441-e027-0fc3-835af18f8b4e/full/600,/0/default.jpg"
CHI_367,Art Institute of Chicago,Pendant Depicting Apollo,Sculpture,terracotta,2nd-1st century BCE,Jewellery,"https://www.artic.edu/iiif/2/4ba70797-1116-3ca7-75c8-0336bfaba48f/full/600,/0/default.jpg"
CHI_135872,Art Institute of Chicago,Eye of Horus (Wedjat) Amulet,Costume and Accessories,Carnelian,Old Kingdom (about 2686-2125 BCE),Jewellery,"https://www.artic.edu/iiif/2/e1114d67-a346-335e-b171-dbe7ce355ca5/full/600,/0/default.jpg"
CHI_127874,Art Institute of Chicago,Model of a River Boat,Funerary Object,Wood and pigment,"Middle Kingdom, mid-Dynasty 12, about 1875 BCE",Statuary,"https://www.artic.edu/iiif/2/f16a5e00-31c5-1e61-a953-15c5abb42ca3/full/600,/0/default.jpg"
CHI_136228,Art Institute of Chicago,Amulet of the Feathers of Amon,Costume and Accessories,Granite,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/2150b9ea-3689-13cf-8355-277eb4521a43/full/600,/0/default.jpg"
CHI_194522,Art Institute of Chicago,Tetradrachm (Coin) Portraying Queen Cleopatra VII,Coin,Silver,"37-33 BCE, issued by Mark Antony",Unclassified,"https://www.artic.edu/iiif/2/010469dd-fb00-f67a-3d59-5ff90dea4643/full/600,/0/default.jpg"
CHI_12773,Art Institute of Chicago,Jar,Vessel,"Glass, blown technique",2nd-3rd century,Pottery,"https://www.artic.edu/iiif/2/8a2eefb0-70f4-36d8-e69a-772e041dc66e/full/600,/0/default.jpg"
CHI_181,Art Institute of Chicago,Amphora (Storage Jar),Vessel,"terracotta, red-figure",340-330 BCE,Statuary,"https://www.artic.edu/iiif/2/d8fab7c6-8cc9-1c02-18db-0f198775ccc9/full/600,/0/default.jpg"
CHI_65244,Art Institute of Chicago,Statue of a Seated Woman,Sculpture,Marble,2nd century,Statuary,"https://www.artic.edu/iiif/2/d3094c55-68e5-9aab-5eaf-9f2a3a9edda1/full/600,/0/default.jpg"
CHI_593,Art Institute of Chicago,Pair of Earrings,Costume and Accessories,Gold and glass,1st century,Jewellery,"https://www.artic.edu/iiif/2/aea0849c-ebb2-ec77-ee07-144aab851a14/full/600,/0/default.jpg"
CHI_40593,Art Institute of Chicago,Statue of Meleager,Sculpture,Marble,1st-2nd century,Statuary,"https://www.artic.edu/iiif/2/59ecc9ae-3858-57af-dcda-619c47d5c279/full/600,/0/default.jpg"
CHI_185,Art Institute of Chicago,Kylix (Drinking Cup),Vessel,"terracotta, red-figure",about 460 BCE,Statuary,"https://www.artic.edu/iiif/2/9312601d-c20c-289e-c026-eafc676c5116/full/600,/0/default.jpg"
CHI_136086,Art Institute of Chicago,Amulet of the God Nehebkau,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/2d850ccf-244e-5ef7-3e3e-793b32e2b148/full/600,/0/default.jpg"
CHI_136196,Art Institute of Chicago,Amulet of the God Nefertem,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/da4fab83-c459-6692-8a44-026437bc5d57/full/600,/0/default.jpg"
CHI_135842,Art Institute of Chicago,Amulet of a Heart,Costume and Accessories,Lapis Lazuli,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/701bd860-9cbf-693b-9df8-9b2ec42d4156/full/600,/0/default.jpg"
CHI_12985,Art Institute of Chicago,Fragment of a Stela of Neferhotep,Architectural fragment,Limestone and pigment,"New Kingdom, mid-Dynasty 19, about 1240-1195 BCE",Reliefs,"https://www.artic.edu/iiif/2/3265677e-4e82-3d16-22a7-6a7621df3193/full/600,/0/default.jpg"
CHI_111809,Art Institute of Chicago,Cameo Portraying Emperor Claudius as Jupiter,Costume and Accessories,"Cameo: sardonyx
Mount: gold, pearls, and enamel","Cameo: Roman, mid-first century
Mount: Italian, late 16th century",Unclassified,"https://www.artic.edu/iiif/2/8c058837-aff8-30db-3e3f-cd251cd3e19c/full/600,/0/default.jpg"
CHI_835,Art Institute of Chicago,Hand Mirror,Sculpture,Copper alloy,"New Kingdom, Dynasty 18 (about 1550–1295 BCE)",Statuary,"https://www.artic.edu/iiif/2/84bb4f73-a115-eacc-6299-d646d4e10208/full/600,/0/default.jpg"
CHI_40887,Art Institute of Chicago,Rhyton (Drinking Vessel) in the Shape of a Donkey Head,Vessel,"terracotta, red-figure",480-470 BCE,Statuary,"https://www.artic.edu/iiif/2/d2937616-518c-d4d8-63ec-3d7bcc04b646/full/600,/0/default.jpg"
CHI_136015,Art Institute of Chicago,Amulet of the God Imsety (one of the four Sons of Horus),Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/593d140b-b4dc-f898-472f-b77311a77c8b/full/600,/0/default.jpg"
CHI_87652,Art Institute of Chicago,Alabastron (Container for Scented Oil),Vessel,"terracotta, black-figure on white ground",about 500-480 BCE,Statuary,"https://www.artic.edu/iiif/2/5cdb5935-b9cf-966b-cfe8-288a324133e7/full/600,/0/default.jpg"
CHI_641,Art Institute of Chicago,Oinochoe (Pitcher),Vessel,"terracotta, black-figure",640-625 BCE,Statuary,"https://www.artic.edu/iiif/2/29406788-beb5-2cfd-0b1a-fa18f2aa0ded/full/600,/0/default.jpg"
CHI_121767,Art Institute of Chicago,Head of an Official,Sculpture,Granite,"Middle Kingdom, Dynasty 13 (about 1773–1650 BCE)",Statuary,"https://www.artic.edu/iiif/2/b193b8a4-1a97-ee40-918c-cf1f92cf6a9b/full/600,/0/default.jpg"
CHI_13454,Art Institute of Chicago,Statue of Shebenhor,Sculpture,Basalt,"Late Period, Dynasty 26 (664-525 BCE)",Statuary,"https://www.artic.edu/iiif/2/60b5a6df-e329-4220-f1d9-d78965a28a57/full/600,/0/default.jpg"
CHI_152015,Art Institute of Chicago,Poncho,Costume and Accessories,"Camelid wool, single interlocking tapestry weave and five-color complementary weft weave with center band of complementary weft weave",1300-1550,Unclassified,"https://www.artic.edu/iiif/2/87451cde-3aad-6b23-3c50-d8db5b4dd0d3/full/600,/0/default.jpg"
CHI_50276,Art Institute of Chicago,Statue of the Madonna in the Mountains,Drawing and Watercolor,"Brush and black ink and gray wash, with graphite, on cream wove paper",1804,Statuary,"https://www.artic.edu/iiif/2/444f3e95-b21f-c821-e6af-00fe9560fb95/full/600,/0/default.jpg"
CHI_3242,Art Institute of Chicago,Statue of Mercury,Drawing and Watercolor,"Pen and brown ink, with brush and gray and orange wash, over traces of graphite, on cream laid paper, laid down on blue laid paper",n.d.,Statuary,"https://www.artic.edu/iiif/2/575937b3-9b49-6d23-ce27-12bcce8f9903/full/600,/0/default.jpg"
CHI_146875,Art Institute of Chicago,Samson and the Lion,Sculpture,Marble,1604–7,Statuary,"https://www.artic.edu/iiif/2/833b1d8d-9e16-efb3-e848-73552c9b8404/full/600,/0/default.jpg"
CHI_51503,Art Institute of Chicago,Statue of a Young Boy,Sculpture,Marble,1st century,Statuary,"https://www.artic.edu/iiif/2/4025503f-88e7-6e7a-6fa8-30f974af27ed/full/600,/0/default.jpg"
CHI_217295,Art Institute of Chicago,Statue of Young Dionysos,Sculpture,"Bronze, copper, and silver (modern)",100 BCE-100 CE,Statuary,"https://www.artic.edu/iiif/2/3f3ba9a2-24e0-435f-64e7-31114121b3be/full/600,/0/default.jpg"
CHI_129906,Art Institute of Chicago,Pair of Protomes Depicting the Forepart of a Griffin,Sculpture,Bronze with bone or ivory inlay,625-575 BCE,Statuary,"https://www.artic.edu/iiif/2/d9f9e2d6-9b08-9dd4-41ef-53fbef138281/full/600,/0/default.jpg"
CHI_13070,Art Institute of Chicago,Fountain Spout,Architectural fragment,Marble,1st century,Unclassified,"https://www.artic.edu/iiif/2/ed309290-124b-30cf-fa91-6fde444b87a6/full/600,/0/default.jpg"
CHI_198468,Art Institute of Chicago,Fragment of a Funerary Lekythos (Monument in the Shape of an Oil Jar),Funerary Object,Marble,4th century BCE,Pottery,"https://www.artic.edu/iiif/2/a3d2abff-32d3-da39-73d2-87e5b60b986c/full/600,/0/default.jpg"
CHI_120300,Art Institute of Chicago,Statuette of Re-Horakhty,Sculpture,Copper alloy with gilding,"Third Intermediate Period-Late Period, Dynasty 21–26, about 1069–525 BCE",Statuary,"https://www.artic.edu/iiif/2/f4e6d05f-6211-e858-8f94-a93e42f5f3a1/full/600,/0/default.jpg"
CHI_55887,Art Institute of Chicago,Fragment of a Funerary Naiskos (Monument in the Shape of a Temple),Funerary Object,Marble,about 330 BCE,Unclassified,"https://www.artic.edu/iiif/2/6ddb36c6-490d-b00f-e506-c2492bedc683/full/600,/0/default.jpg"
CHI_108896,Art Institute of Chicago,Head of a Bearded Man,Sculpture,Limestone,5th century BCE,Statuary,"https://www.artic.edu/iiif/2/8e8c2fcc-9532-a61d-cb4a-fe6803144943/full/600,/0/default.jpg"
CHI_4103,Art Institute of Chicago,"Statue of Standing Warrior, from Rear",Drawing and Watercolor,"Pen and brown ink with brush and gray wash, on tan laid paper, laid down on cream laid paper",n.d.,Statuary,"https://www.artic.edu/iiif/2/0ba8beb0-2658-fe1b-c7cf-5bcf245bbb01/full/600,/0/default.jpg"
CHI_198337,Art Institute of Chicago,Amphora (Storage Jar),Vessel,"terracotta, black-figure",530-520 BCE,Statuary,"https://www.artic.edu/iiif/2/ea80aeee-859c-9577-af83-1b7fef0bf17c/full/600,/0/default.jpg"
CHI_155,Art Institute of Chicago,Mastoid (Drinking Cup),Vessel,"terracotta, black-figure",500-480 BCE,Statuary,"https://www.artic.edu/iiif/2/4b94ea8b-0bb7-e063-1535-969c0373ccce/full/600,/0/default.jpg"
CHI_206785,Art Institute of Chicago,Statuette of a Striding Figure,Religious/Ritual Object,Copper,3000-2800 BCE,Statuary,"https://www.artic.edu/iiif/2/cb29f9b8-2955-9c1e-fd52-ccfca730942b/full/600,/0/default.jpg"
CHI_84553,Art Institute of Chicago,Amphora (Storage Jar),Vessel,"terracotta, red-figure",455-445 BCE,Statuary,"https://www.artic.edu/iiif/2/32049c87-cabf-fede-13c4-29b5332ce210/full/600,/0/default.jpg"
CHI_9974,Art Institute of Chicago,Denarius (Coin) Depicting the Goddess Juno Sospita,Coin,Silver,105 BCE,Unclassified,"https://www.artic.edu/iiif/2/032ef2cc-b2e4-815b-afa6-d2a1e9b808b0/full/600,/0/default.jpg"
CHI_262,Art Institute of Chicago,Portrait Head of a Youth,Sculpture,marble,"14-68, reworked by the late 4th-early 5th century",Statuary,"https://www.artic.edu/iiif/2/7502d86c-1387-4ae7-f334-94245a52ddd0/full/600,/0/default.jpg"
CHI_536,Art Institute of Chicago,Flask in the Shape of a Date,Vessel,"Glass, mold-blown technique",1st century,Pottery,"https://www.artic.edu/iiif/2/affcfcde-008c-cb70-cc36-960790b2510b/full/600,/0/default.jpg"
CHI_105691,Art Institute of Chicago,Egypt,Photograph,Book containing photogravures (25),c. 1893,Unclassified,"https://www.artic.edu/iiif/2/33f9b78e-2c97-cddc-745a-ba3e4ed6273c/full/600,/0/default.jpg"
CHI_184325,Art Institute of Chicago,Dish,Vessel,"Glass, mosaic",Mid 2nd-early 1st century BCE,Pottery,"https://www.artic.edu/iiif/2/250531ea-1b0c-3df9-fb03-a3b7b108ea7e/full/600,/0/default.jpg"
CHI_10209,Art Institute of Chicago,Coin Portraying King Vabalathus,Coin,Bronze,270-275,Statuary,"https://www.artic.edu/iiif/2/c176cf9d-186f-3fbb-020a-dabbaf5febee/full/600,/0/default.jpg"
CHI_154054,Art Institute of Chicago,Foot of a Cista (Storage Box),Sculpture,Bronze,early 5th century BCE,Statuary,"https://www.artic.edu/iiif/2/8649663f-d4c1-734c-7c10-7efb3b095f92/full/600,/0/default.jpg"
CHI_102074,Art Institute of Chicago,Head of Mars,Sculpture,Marble,2nd century,Statuary,"https://www.artic.edu/iiif/2/4d5d1786-225b-477e-f4fb-3aba27fd97d7/full/600,/0/default.jpg"
CHI_9961,Art Institute of Chicago,Denarius (Coin) Depicting the Goddess Roma,Coin,Silver,136 BCE,Unclassified,"https://www.artic.edu/iiif/2/a2e39ffd-abf9-10ee-0be1-55a22bb6d878/full/600,/0/default.jpg"
CHI_125774,Art Institute of Chicago,Mother-and-Child Figure (Bwanga bwa Chibola),Sculpture,Wood and pigment,Mid–late 19th century,Statuary,"https://www.artic.edu/iiif/2/a766aef8-3bd6-8516-6691-223d9f8239b4/full/600,/0/default.jpg"
CHI_127894,Art Institute of Chicago,Stela of Amenemhat and Yatu,Architectural fragment,Limestone and pigment,"Middle Kingdom, late Dynasty 12–early Dynasty 13, about 1870–1770 BCE",Reliefs,"https://www.artic.edu/iiif/2/2867434d-2419-26b0-fd39-16aae654689d/full/600,/0/default.jpg"
CHI_126436,Art Institute of Chicago,Mosaic Fragment with Man Leading a Giraffe,Architectural fragment,Stone in mortar,5th century,Unclassified,"https://www.artic.edu/iiif/2/30a17640-e9e9-7990-1f7c-8fc18d06464e/full/600,/0/default.jpg"
CHI_4427,Art Institute of Chicago,Sestertius (Coin) Portraying Emperor Trajan,Coin,Bronze,"Roman Period, 98-117",Statuary,"https://www.artic.edu/iiif/2/4916a60d-7431-fde1-c62d-1d608b6eacc4/full/600,/0/default.jpg"
CHI_9952,Art Institute of Chicago,Denarius (Coin) Portraying Octavian,Coin,Silver,36 BCE,Unclassified,"https://www.artic.edu/iiif/2/2493b517-77c0-2854-118c-edfff7de5648/full/600,/0/default.jpg"
CHI_5714,Art Institute of Chicago,Aureus (Coin) Portraying Emperor Aurelian,Coin,Gold,"272, issued by Aurelian",Unclassified,"https://www.artic.edu/iiif/2/575f77d1-f8b8-58df-b34a-ca5e8a98adc7/full/600,/0/default.jpg"
CHI_5721,Art Institute of Chicago,Argenteus (Coin) Portraying Emperor Diocletian,Coin,Silver,"300, issued by Diocletian or Maximianus",Unclassified,"https://www.artic.edu/iiif/2/daa232e5-a511-40e1-c092-e75ac680c794/full/600,/0/default.jpg"
CHI_120265,Art Institute of Chicago,Canopic Jar of Amenhotep,Funerary Object,Ceramic and pigment,"New Kingdom, Dynasty 18, reign of Amenhotep II (about 1427–1400 BCE)",Pottery,"https://www.artic.edu/iiif/2/e9fca0e0-88dc-4f68-2f0c-2c123bed77fe/full/600,/0/default.jpg"
CHI_147877,Art Institute of Chicago,Attachments Depicting Busts of Silenoi,Decorative Arts,"Bronze, silver, and copper",Mid 1st century BCE-mid 1st century CE,Statuary,"https://www.artic.edu/iiif/2/a5279340-dc3a-35c3-8226-c0bee51f4e1e/full/600,/0/default.jpg"
CHI_121737,Art Institute of Chicago,Stela of Tjenti and Nefret,Architectural fragment,Limestone,"Old Kingdom, Dynasty 4, about 2540 BCE",Reliefs,"https://www.artic.edu/iiif/2/ded5de06-e39e-7974-27ba-0d2db380f149/full/600,/0/default.jpg"
CHI_12742,Art Institute of Chicago,Ritual Impersonator of the Deity Xipe Totec,Sculpture,Ceramic and pigment,1450–1500,Statuary,"https://www.artic.edu/iiif/2/6ad471c9-4348-0b3e-875a-fbcdb4bddd6b/full/600,/0/default.jpg"
CHI_11611,Art Institute of Chicago,Portrait Head of a Young Woman,Sculpture,Marble,130-40,Statuary,"https://www.artic.edu/iiif/2/2d078cd6-8cb3-87ec-8232-fc458dddc1a5/full/600,/0/default.jpg"
CHI_103304,Art Institute of Chicago,Hand Mirror,Decorative Arts,Bronze,470-450 BCE,Statuary,"https://www.artic.edu/iiif/2/57dfc86b-0b36-d407-d277-674265fbf4d4/full/600,/0/default.jpg"
CHI_5779,Art Institute of Chicago,Octadrachm (Coin) Portraying Queen Arsinoe II,Coin,Gold,"After 270 BCE, issued by King Ptolemy II or III",Unclassified,"https://www.artic.edu/iiif/2/a4098863-b0bf-b54d-99dc-6ce76f1d57d2/full/600,/0/default.jpg"
CHI_59815,Art Institute of Chicago,Amphora (Storage Jar),Vessel,"terracotta, black-figure on white-ground",530-520 BCE,Statuary,"https://www.artic.edu/iiif/2/725f99fd-7c3a-a7a9-1767-573bc642a842/full/600,/0/default.jpg"
CHI_9959,Art Institute of Chicago,Denarius (Coin) Depicting the Goddess Roma,Coin,Silver,91 BCE,Unclassified,"https://www.artic.edu/iiif/2/320b23f1-49a3-81ea-0796-05460b94bae8/full/600,/0/default.jpg"
CHI_48978,Art Institute of Chicago,Votive (Gift) in the Shape of a Woman's Head,Sculpture,"terracotta, pigment",about 500 BCE,Statuary,"https://www.artic.edu/iiif/2/99ebad3c-0380-99e9-f97b-a586c2f6259e/full/600,/0/default.jpg"
CHI_277,Art Institute of Chicago,Kantharos (Wine Cup),Vessel,"terracotta, red-figure",about 300 BCE,Statuary,"https://www.artic.edu/iiif/2/63879ffb-c96a-7386-659f-ecff2e105efd/full/600,/0/default.jpg"
CHI_615,Art Institute of Chicago,Pyxis (Container for Personal Objects),Vessel,"terracotta, red-figure",450-440 BCE,Statuary,"https://www.artic.edu/iiif/2/1d7a0a68-49a2-66b8-bae9-ffd40e91858a/full/600,/0/default.jpg"
CHI_40897,Art Institute of Chicago,Kantharos (Wine Cup) in the Shape of a Female Head,Vessel,"terracotta, white-ground and black-figure technique",about 480 BCE,Statuary,"https://www.artic.edu/iiif/2/0a8f7343-2268-4721-901e-7f13e2683bea/full/600,/0/default.jpg"
CHI_12622,Art Institute of Chicago,Vessel in the Form of an Ancient Bronze Jar (Hu),Vessel,Porcelain,"Qing dynasty (1644–1911), Qianlong reign (1736–95)",Statuary,"https://www.artic.edu/iiif/2/49ab916a-c274-6fc0-3c9a-f5db43b78d9c/full/600,/0/default.jpg"
CHI_176,Art Institute of Chicago,Mastoid (Drinking Cup),Vessel,"terracotta, black-figure",about 500-480 BCE,Statuary,"https://www.artic.edu/iiif/2/c56d707e-cc49-ca01-727a-a9e1cf55c1bc/full/600,/0/default.jpg"
CHI_591,Art Institute of Chicago,Vessel,Vessel,Andesite porphyry,"Predynastic Period, Late Naqada II (about 3300–3200 BCE)",Pottery,"https://www.artic.edu/iiif/2/5289e4d8-0d6e-c3c2-cef2-ba11f9a011a9/full/600,/0/default.jpg"
CHI_254,Art Institute of Chicago,Amphora (Storage Jar),Vessel,"terracotta, black-figure",490-480 BCE,Statuary,"https://www.artic.edu/iiif/2/5e209161-6b7e-0783-f52d-1cc8677285c2/full/600,/0/default.jpg"
CHI_87650,Art Institute of Chicago,Kylix (Drinking Cup),Vessel,"terracotta, black-figure",about 540-530 BCE,Statuary,"https://www.artic.edu/iiif/2/ff6dc18c-22b9-8478-3b72-fdfaaa8a5228/full/600,/0/default.jpg"
CHI_88351,Art Institute of Chicago,Kylix (Drinking Cup),Vessel,"terracotta, red-figure",about 480 BCE,Statuary,"https://www.artic.edu/iiif/2/f6f4a24f-41fc-57a3-9b41-bb70a76c777f/full/600,/0/default.jpg"
CHI_102081,Art Institute of Chicago,Knob-Handled Patera (Dish),Vessel,"terracotta, red-figure",330-320 BCE,Statuary,"https://www.artic.edu/iiif/2/ea634e34-0254-80c2-0233-85af0e3e493f/full/600,/0/default.jpg"
CHI_5025,Art Institute of Chicago,Aryballos (Cointainer for Oil),Vessel,"terracotta, black-figure",625-600 BCE,Statuary,"https://www.artic.edu/iiif/2/281eb34a-9205-0a9a-fbb5-294ef3bca510/full/600,/0/default.jpg"
