ID,Source,Title,ObjectName,Medium,Period,Classification,ImageURL
CHI_269,Art Institute of Chicago,Kylix (Drinking Cup),Vessel,"terracotta, red-figure",510-500 BCE,Statuary,"https://www.artic.edu/iiif/2/9717c905-6223-5242-1784-9a33275573c9/full/600,/0/default.jpg"
CHI_50203,Art Institute of Chicago,Pyxis (Container for Personal Objects),Vessel,terracotta,730-720 BCE,Pottery,"https://www.artic.edu/iiif/2/cb9ff11b-235e-b3aa-138e-0f74b73065a1/full/600,/0/default.jpg"
CHI_9937,Art Institute of Chicago,Vase,Vessel,"Glass, blown technique",1st century,Pottery,"https://www.artic.edu/iiif/2/7d187d7c-7699-68bb-315b-9969eaac7ef4/full/600,/0/default.jpg"
CHI_43326,Art Institute of Chicago,Alabastron (Container for Scented Oil),Vessel,"Glass, core-formed technique",late 6th-early 3rd century BCE,Pottery,"https://www.artic.edu/iiif/2/61c587e5-026b-0b96-84fd-b379881e5a33/full/600,/0/default.jpg"
CHI_96273,Art Institute of Chicago,Cinerary Urn of Plautia Hesperis,Funerary Object,Marble,1st century,Unclassified,"https://www.artic.edu/iiif/2/f98b3be5-4658-cbcf-4aee-fe7813d8934a/full/600,/0/default.jpg"
CHI_87663,Art Institute of Chicago,Phiale (Shallow Bowl for Pouring Ritual Libations),Vessel,"terracotta, Calenian relief ware",300-250 BCE,Jewellery,"https://www.artic.edu/iiif/2/2257d6be-92b3-e4cd-dcc9-05f2da4daf5a/full/600,/0/default.jpg"
CHI_40871,Art Institute of Chicago,Stemless Kylix (Drinking Cup),Vessel,"terracotta, Calenian relief ware",300-200 BCE,Pottery,"https://www.artic.edu/iiif/2/0cf9aa70-d928-f64d-d4ef-bcccdc7caadf/full/600,/0/default.jpg"
CHI_252,Art Institute of Chicago,Hydria (Water Jar),Vessel,"terracotta, red-figure",480-470 BCE,Statuary,"https://www.artic.edu/iiif/2/a140d1bb-f954-52af-c0dc-4e0cbbd184b9/full/600,/0/default.jpg"
CHI_152017,Art Institute of Chicago,Urn,Vessel,"Glass, blown",Mid–1st to 2nd century,Pottery,"https://www.artic.edu/iiif/2/e4842725-0a7e-fe45-9a6d-eee33b1163ab/full/600,/0/default.jpg"
CHI_160172,Art Institute of Chicago,Fish Plate,Vessel,"terracotta, red-figure",350-325 BCE,Statuary,"https://www.artic.edu/iiif/2/b16157cc-3b60-3f16-fed8-bab3a959e237/full/600,/0/default.jpg"
CHI_28503,Art Institute of Chicago,Aryballos (Container for Oil),Vessel,terracotta,625-600 BCE,Pottery,"https://www.artic.edu/iiif/2/68836f1f-5296-1013-bc65-174dfedcaa2b/full/600,/0/default.jpg"
CHI_119084,Art Institute of Chicago,Flask in the Shape of a Date,Vessel,"Glass, mold-blown",1st century,Pottery,"https://www.artic.edu/iiif/2/afd59fbf-68d1-b566-5011-52589eec9061/full/600,/0/default.jpg"
CHI_170,Art Institute of Chicago,Calyx Krater (Mixing Bowl),Vessel,"terracotta, red-figure",about 400-380 BCE,Statuary,"https://www.artic.edu/iiif/2/d915de0e-6a47-3119-4261-710ab0135862/full/600,/0/default.jpg"
CHI_43397,Art Institute of Chicago,Alabastron (Container for Scented Oil),Vessel,"Glass, mosaic glass technique",Early 2nd-1st century BCE,Pottery,"https://www.artic.edu/iiif/2/ac76bb0f-727a-9238-8569-76b3bc7c7aaa/full/600,/0/default.jpg"
CHI_4182,Art Institute of Chicago,Kylix (Drinking Cup),Vessel,"terracotta, black-figure",520-500 BCE,Statuary,"https://www.artic.edu/iiif/2/5abfb8bc-49dc-791b-b9ed-48606677be34/full/600,/0/default.jpg"
CHI_4183,Art Institute of Chicago,Skyphos (Drinking Cup),Vessel,"terracotta, black-figure",About 500-480 BCE,Statuary,"https://www.artic.edu/iiif/2/6e3714da-f799-e399-a6ed-e599050cfc36/full/600,/0/default.jpg"
CHI_87657,Art Institute of Chicago,Chous (Toy Pitcher),Vessel,"Terracotta, red-figure",440-420 BCE,Statuary,"https://www.artic.edu/iiif/2/a3734ef2-0663-4851-c59c-11f04bab1546/full/600,/0/default.jpg"
CHI_87659,Art Institute of Chicago,Chous (Toy Pitcher),Vessel,"Terracotta, red-figure",400-380 BCE,Statuary,"https://www.artic.edu/iiif/2/b5c515f3-0431-e473-36c5-ce0e19d0795d/full/600,/0/default.jpg"
CHI_104488,Art Institute of Chicago,Lebes (Stemmed Bowl with Lid),Vessel,terracotta,725-700 BCE,Pottery,"https://www.artic.edu/iiif/2/c93cd15a-5f10-f65c-3bf3-b88e888c94e9/full/600,/0/default.jpg"
CHI_160174,Art Institute of Chicago,Fish Plate,Vessel,"terracotta, red-figure",350-330 BCE,Statuary,"https://www.artic.edu/iiif/2/5bf7744a-20b7-018c-0306-2e09ca626943/full/600,/0/default.jpg"
CHI_143544,Art Institute of Chicago,Amphoriskos (Container for Oil),Vessel,"Glass, core-formed technique",5th-early 4th century BCE,Pottery,"https://www.artic.edu/iiif/2/5b1c6397-a0a9-2bc8-805e-2a49f4812664/full/600,/0/default.jpg"
CHI_160175,Art Institute of Chicago,Fish Plate,Vessel,"terracotta, red-figure",350-325 BCE,Statuary,"https://www.artic.edu/iiif/2/357cfea7-1696-6d00-6907-990308b800bf/full/600,/0/default.jpg"
CHI_9119,Art Institute of Chicago,Single Spout Vessel with Molded Abstract Figure,Ceramics,Ceramic and pigment,1000–1476,Statuary,"https://www.artic.edu/iiif/2/4738cfd5-9477-6dad-da96-a9e6699864e2/full/600,/0/default.jpg"
CHI_59699,Art Institute of Chicago,Beaker or Cup,Vessel,"Glass, blown technique technique",3rd-4th century,Pottery,"https://www.artic.edu/iiif/2/665328fb-ef7b-ea51-c367-1bb84e99bca1/full/600,/0/default.jpg"
CHI_49056,Art Institute of Chicago,Bottle,Vessel,"Glass, mold-blown",1st century,Pottery,"https://www.artic.edu/iiif/2/fc39ab72-9043-4f67-6589-b03c06717f67/full/600,/0/default.jpg"
CHI_67516,Art Institute of Chicago,Bottle,Vessel,"Glass, blown technique",5th century,Pottery,"https://www.artic.edu/iiif/2/b2aa3908-5b9c-26a0-5534-dd56fa5d727f/full/600,/0/default.jpg"
CHI_105546,Art Institute of Chicago,Squat Lekythos (Oil Jar),Vessel,"terracotta, black-glaze with impressed decoration",430-410 BCE,Pottery,"https://www.artic.edu/iiif/2/fcf77186-e311-b1ea-f397-e6a9448a0640/full/600,/0/default.jpg"
CHI_67524,Art Institute of Chicago,Alabastron (Container for Scented Oil),Vessel,"Glass, core-formed technique",200-150 BCE,Pottery,"https://www.artic.edu/iiif/2/792d22c4-74b2-5267-171c-c090ede6b2e2/full/600,/0/default.jpg"
CHI_67421,Art Institute of Chicago,Jar,Vessel,"Glass, blown technique",3rd-4th century,Pottery,"https://www.artic.edu/iiif/2/e91b8de1-8ce5-c376-e0bf-f093ec42897a/full/600,/0/default.jpg"
CHI_87672,Art Institute of Chicago,Guttus (Pouring Vessel),Vessel,"terracotta, black-glaze with stamping",400-375 BCE,Jewellery,"https://www.artic.edu/iiif/2/461707ef-29f7-3add-fe0d-ab54714f9db7/full/600,/0/default.jpg"
CHI_65202,Art Institute of Chicago,Hydria (Water Jar),Vessel,"terracotta, red-figure",470-460 BCE,Statuary,"https://www.artic.edu/iiif/2/656c4252-f54b-3c7e-ae04-e3e01ca03710/full/600,/0/default.jpg"
CHI_6323,Art Institute of Chicago,Vessel in the Shape of a Bird,Ceramics,Ceramic and pigment,100 BCE–500 CE,Pottery,"https://www.artic.edu/iiif/2/d8a0267f-1923-23a2-d464-f035e4911b27/full/600,/0/default.jpg"
CHI_43347,Art Institute of Chicago,Alabastron (Container for Scented Oil),Vessel,"Glass, core-formed technique",late 6th-early 3rd century BCE,Pottery,"https://www.artic.edu/iiif/2/bfa41636-03c0-6b7f-6f92-8cb0ebf38fa8/full/600,/0/default.jpg"
CHI_96603,Art Institute of Chicago,Beaker or Cup,Vessel,"Glass, blown technique",Probably 1st-early 2nd century,Pottery,"https://www.artic.edu/iiif/2/9434b509-d675-8bd7-47e7-2752bd309f48/full/600,/0/default.jpg"
CHI_9680,Art Institute of Chicago,Stater (Coin) Depicting a Tripod,Coin,Silver,500-480 BCE,Unclassified,"https://www.artic.edu/iiif/2/07aa152c-4113-3d61-cfe7-2da7b00e1fa2/full/600,/0/default.jpg"
CHI_160173,Art Institute of Chicago,Fish Plate,Vessel,"terracotta, red-figure",340-320 BCE,Statuary,"https://www.artic.edu/iiif/2/60bdea98-3acf-c062-ac92-75d1566eec6b/full/600,/0/default.jpg"
CHI_54544,Art Institute of Chicago,Kuttrolf (Bottle with Divided Neck),Vessel,"Glass, blown technique",4th century,Pottery,"https://www.artic.edu/iiif/2/caa5b6ab-5f25-c174-2b47-c9d06a8d9490/full/600,/0/default.jpg"
CHI_128011,Art Institute of Chicago,Cosmetic Saucer Decorated with Swans,Vessel,Stone,"New Kingdom, Dynasty 18–20 (about 1550–1070 BCE)",Pottery,"https://www.artic.edu/iiif/2/2836081d-8952-a6ab-0a4f-147d3648dbd1/full/600,/0/default.jpg"
CHI_49051,Art Institute of Chicago,Alabastron (Container for Scented Oil),Vessel,"Glass, blown technique",1st century,Pottery,"https://www.artic.edu/iiif/2/5b76ac66-9b18-f3ee-afaa-f36a8e624bb6/full/600,/0/default.jpg"
CHI_43373,Art Institute of Chicago,Alabastron (Container for Scented Oil),Vessel,"Glass, core-formed technique",late 6th-early 3rd century BCE,Pottery,"https://www.artic.edu/iiif/2/3bf9f66c-b3c5-57e0-c013-2cf4d46ae5a2/full/600,/0/default.jpg"
CHI_177,Art Institute of Chicago,Stamnos (Mixing Jar),Vessel,"terracotta, red-figure",about 450 BCE,Statuary,"https://www.artic.edu/iiif/2/677cb9ce-8e4c-119a-711e-9b5a98c834d9/full/600,/0/default.jpg"
CHI_132100,Art Institute of Chicago,Amphoriskos (Container for Oil),Vessel,"Glass, mold-blown technique",1st century CE,Pottery,"https://www.artic.edu/iiif/2/c10f0fc7-2fe9-3720-9e30-3524cac7cd24/full/600,/0/default.jpg"
CHI_60878,Art Institute of Chicago,Jar in the Form of Ancient Bronze Vessel,Vessel,Porcelain,"Qing dynasty, Qianlong reign (1736–1795)",Statuary,"https://www.artic.edu/iiif/2/0337f32d-7237-edae-6b40-3bc0e5598cb9/full/600,/0/default.jpg"
CHI_87658,Art Institute of Chicago,Chous (Toy Pitcher),Vessel,"Terracotta, red-figure",430-410 BCE,Statuary,"https://www.artic.edu/iiif/2/220c6aaf-164b-999a-125f-b9eb5d97e8ac/full/600,/0/default.jpg"
CHI_105545,Art Institute of Chicago,Rhyton (Drinking Vessel) in Shape of Sheep's Head,Vessel,"terracotta, red-figure",320-310 BCE,Statuary,"https://www.artic.edu/iiif/2/33b10cd3-a55a-1a8b-fab0-460e3c87c470/full/600,/0/default.jpg"
CHI_102082,Art Institute of Chicago,Hydria (Water Jar),Vessel,"terracotta, red-figure",360-350 BCE,Statuary,"https://www.artic.edu/iiif/2/54c8ea35-d929-9c9c-a0c0-f77895f9020c/full/600,/0/default.jpg"
CHI_65290,Art Institute of Chicago,Vessel with Dancing Maize Gods,Ceramics,Earthenware and pigment,780–810,Pottery,"https://www.artic.edu/iiif/2/922a7bf2-b793-53e1-6cab-b395726ff1b8/full/600,/0/default.jpg"
CHI_62014,Art Institute of Chicago,Bottle,Vessel,"Glass, blown technique",1st century,Pottery,"https://www.artic.edu/iiif/2/b83f3486-fe52-f04f-29b2-6d6e72cd8cfb/full/600,/0/default.jpg"
CHI_43350,Art Institute of Chicago,Aryballos (Container for Oil),Vessel,"Glass, core-formed technique",late 6th-5th century BCE,Pottery,"https://www.artic.edu/iiif/2/00fc630d-f5ec-dfac-6e91-1ee6d1b5fb98/full/600,/0/default.jpg"
CHI_136427,Art Institute of Chicago,Alabastron (Container for Scented Oil),Vessel,Alabaster,7th century BCE/1st century CE,Pottery,"https://www.artic.edu/iiif/2/dc8e18d5-6f02-ecda-5ad9-fae781416e63/full/600,/0/default.jpg"
CHI_134,Art Institute of Chicago,Lacquer Tea Bowl 乾隆禦制雕漆盞,Vessel,Cinnabar and black lacquer with carved decoration,"Qing dynasty (1644–1911), Qianlong reign mark and period (1736–1795)",Pottery,"https://www.artic.edu/iiif/2/a6b21bf6-aa51-1b2f-6e2e-be09e3e126ba/full/600,/0/default.jpg"
CHI_91620,Art Institute of Chicago,Portrait Vessel,Ceramics,Earthenware and mineral slips,600–700,Pottery,"https://www.artic.edu/iiif/2/239e0072-de08-cb26-1484-4776fc27b0fb/full/600,/0/default.jpg"
CHI_119254,Art Institute of Chicago,Bottle,Vessel,"Glass, mold-blown",1st century,Pottery,"https://www.artic.edu/iiif/2/89cb8e73-466a-3b58-890e-3d568293fd87/full/600,/0/default.jpg"
CHI_87669,Art Institute of Chicago,Lekythos (Oil Jar),Funerary Object,"terracotta, white-ground",about 440 BCE,Pottery,"https://www.artic.edu/iiif/2/4d1a8e53-c9a9-2221-fb38-eb20f9d7b6b0/full/600,/0/default.jpg"
CHI_65555,Art Institute of Chicago,Bottle,Vessel,"Glass, blown technique",late 5th-late 6th century,Pottery,"https://www.artic.edu/iiif/2/cfbe358a-4939-036b-13b3-27de8f83d927/full/600,/0/default.jpg"
CHI_8862,Art Institute of Chicago,Stirrup Spout Vessel with Fineline Enthroned Warrior Motif,Ceramics,Ceramic and pigment,100 BCE–500 CE,Pottery,"https://www.artic.edu/iiif/2/cb340983-cdae-7b8a-0927-2a0aad13318d/full/600,/0/default.jpg"
CHI_40902,Art Institute of Chicago,Bowl,Vessel,terracotta,"Late Bronze Age, about 1450-1200 BCE",Pottery,"https://www.artic.edu/iiif/2/1a7bbc2b-84b7-ea89-22e7-d81d93c83501/full/600,/0/default.jpg"
CHI_111044,Art Institute of Chicago,Lekythos (Oil Jar),Funerary Object,"terracotta, white-ground",445-440 BCE,Pottery,"https://www.artic.edu/iiif/2/880d3903-36bb-a12a-fee5-f7e6bd451a35/full/600,/0/default.jpg"
CHI_102078,Art Institute of Chicago,Volute Krater (Mixing Bowl),Funerary Object,"terracotta, red-figure",About 340 BCE,Statuary,"https://www.artic.edu/iiif/2/d6f407e9-1495-38d5-f6c3-e47a233cfa51/full/600,/0/default.jpg"
CHI_67508,Art Institute of Chicago,Amphoriskos (Container for Oil),Vessel,"Glass, mold-blown",1st century,Pottery,"https://www.artic.edu/iiif/2/2229c9b6-9bcc-8b8e-0b7e-ad154e95c644/full/600,/0/default.jpg"
CHI_62066,Art Institute of Chicago,Jug,Vessel,"Glass, blown technique",4th century,Pottery,"https://www.artic.edu/iiif/2/2eb24968-5df5-4288-6490-bbf20c4a7505/full/600,/0/default.jpg"
CHI_3479,Art Institute of Chicago,Column Krater (Mixing Bowl),Vessel,"terracotta, red-figure",460-450 BCE,Statuary,"https://www.artic.edu/iiif/2/d2dcc8b3-e949-e0a1-4780-8bfc3c35b2b0/full/600,/0/default.jpg"
CHI_87666,Art Institute of Chicago,Lekythos (Oil Jar),Funerary Object,"terracotta, white-ground",410-400 BCE,Pottery,"https://www.artic.edu/iiif/2/187f6a09-e335-ce60-1347-30f17f685aed/full/600,/0/default.jpg"
CHI_72127,Art Institute of Chicago,Stamnos (Mixing Jar),Vessel,"terracotta, red-figure",480-470 BCE,Statuary,"https://www.artic.edu/iiif/2/f3da03ff-0757-dc0c-bf3b-1753ab29f701/full/600,/0/default.jpg"
CHI_40894,Art Institute of Chicago,Oinochoe (Pitcher) in the Shape of a Female Head,Vessel,"terracotta, red-figure",about 450 BCE,Statuary,"https://www.artic.edu/iiif/2/b517b6fb-cc6b-4d4e-e5e6-195770f27568/full/600,/0/default.jpg"
CHI_62022,Art Institute of Chicago,Aryballos (Container for Oil) with Chain,Vessel,"Glass, blown technique, and bronze",late 1st-2nd century,Statuary,"https://www.artic.edu/iiif/2/43bca51f-d87c-5b08-7f2f-394a74abe5c8/full/600,/0/default.jpg"
CHI_119253,Art Institute of Chicago,Bottle,Vessel,"Glass, mold-blown technique",1st century,Pottery,"https://www.artic.edu/iiif/2/6e345fa8-f2c7-e0a7-fbbf-5b17c26e6637/full/600,/0/default.jpg"
CHI_87654,Art Institute of Chicago,Oinochoe (Pitcher),Vessel,"terracotta, red-figure",about 440 BCE,Statuary,"https://www.artic.edu/iiif/2/4311752a-0f4e-6e6e-af84-ae56f4ba4a3b/full/600,/0/default.jpg"
CHI_61921,Art Institute of Chicago,Bowl or Cup,Vessel,"Glass, blown technique",Late 1st-early 2nd century CE,Pottery,"https://www.artic.edu/iiif/2/34bd3520-b3c6-d8a2-2e58-1de79e55c8bf/full/600,/0/default.jpg"
CHI_109458,Art Institute of Chicago,Fragment of a Column Krater (Mixing Bowl),Vessel,"terracotta, black-figure",580-570 BCE,Statuary,"https://www.artic.edu/iiif/2/bd1cfd02-fe26-6ec7-83a9-03e1264c28c7/full/600,/0/default.jpg"
CHI_54512,Art Institute of Chicago,Double-Handled Flask,Vessel,"Glass, blown technique",4th-5th century,Pottery,"https://www.artic.edu/iiif/2/aa54ac32-7a6a-acb1-ec2c-2795991e9851/full/600,/0/default.jpg"
CHI_40905,Art Institute of Chicago,Bowl,Vessel,terracotta,"Late Bronze Age, 1450-1200 BCE",Pottery,"https://www.artic.edu/iiif/2/fd6cf52c-5eac-163d-a3fe-d1d22eb9f13c/full/600,/0/default.jpg"
CHI_120267,Art Institute of Chicago,Jar with Painted Decoration,Vessel,Ceramic and pigment,"Predynastic Period, Naqada II (about 3500–3200 BCE)",Pottery,"https://www.artic.edu/iiif/2/ea20099f-1e4d-afa3-2091-abf1ebf0881e/full/600,/0/default.jpg"
CHI_65676,Art Institute of Chicago,Bottle,Vessel,"Glass, blown technique",3rd-4th century,Pottery,"https://www.artic.edu/iiif/2/de863f1c-2605-c5db-6506-5fe13f33e5df/full/600,/0/default.jpg"
CHI_49057,Art Institute of Chicago,Bottle,Vessel,"Glass, mold-blown",1st century,Pottery,"https://www.artic.edu/iiif/2/9cad4744-da7e-fecc-599a-ec7fb1cde4a9/full/600,/0/default.jpg"
CHI_6980,Art Institute of Chicago,Vessel of a Harvester,Ceramics,Ceramic and pigment,350–500 CE,Pottery,"https://www.artic.edu/iiif/2/813a4f35-0442-01fa-bcd6-595ded1729b7/full/600,/0/default.jpg"
CHI_119257,Art Institute of Chicago,Inkwell,Vessel,"Glass, blown technique",1st century,Pottery,"https://www.artic.edu/iiif/2/1e90ddb9-610e-2ece-ee68-7c9d247f5c66/full/600,/0/default.jpg"
CHI_67446,Art Institute of Chicago,Bottle,Vessel,"Glass, blown technique",Late 1st century BCE-early 1st century CE,Pottery,"https://www.artic.edu/iiif/2/bc3320af-a0d9-f587-edeb-d71a39160d12/full/600,/0/default.jpg"
CHI_143726,Art Institute of Chicago,Kohl Container,Vessel,"Glass, blown technique",5th-6th century,Pottery,"https://www.artic.edu/iiif/2/cd855b74-f380-6258-f7fe-a32fdd4eba6c/full/600,/0/default.jpg"
CHI_8016,Art Institute of Chicago,Portrait Vessel of a Ruler,Ceramics,Ceramic and pigment,100 BCE–500 CE,Pottery,"https://www.artic.edu/iiif/2/33d5d099-fb5d-69b0-3f14-7279c83a44b0/full/600,/0/default.jpg"
CHI_91377,Art Institute of Chicago,Vessel with Marine Beings,Ceramics,Ceramic and pigment,50–500 CE,Pottery,"https://www.artic.edu/iiif/2/dd469819-74ce-f5d5-451c-664e6e3457bb/full/600,/0/default.jpg"
CHI_121774,Art Institute of Chicago,Lintel Fragment Depicting Iniuia and Iuy Worshipping Deities,Architectural fragment,Limestone and pigment,"New Kingdom, Dynasty 18, reign of Tutankhamun (about 1336–1327 BCE)",Unclassified,"https://www.artic.edu/iiif/2/c9721f90-ca5e-ed32-2d1b-8788ff047dda/full/600,/0/default.jpg"
CHI_110324,Art Institute of Chicago,Ancient Sarcophagus Relief with the Labors of Hercules,Drawing and Watercolor,"Pen and brown ink with brush and brown wash, and traces of black chalk, on buff laid paper, pieced at center",n.d.,Statuary,"https://www.artic.edu/iiif/2/b837ae7a-2cec-1c0e-cb93-fd9c6cf159b6/full/600,/0/default.jpg"
CHI_127867,Art Institute of Chicago,Relief Depicting a God,Architectural fragment,Limestone,Ptolemaic Period (332–30 BCE),Reliefs,"https://www.artic.edu/iiif/2/78a05d71-7f99-d31e-c822-33a92954c35d/full/600,/0/default.jpg"
CHI_110325,Art Institute of Chicago,Ancient Sarcophagus Relief with the Labors of Hercules,Drawing and Watercolor,"Pen and brown ink with brush and brown wash, and traces of black chalk, on buff laid paper, pieced at center",n.d.,Statuary,"https://www.artic.edu/iiif/2/8445e61b-9d2d-8a04-c112-b10d907794c6/full/600,/0/default.jpg"
CHI_44741,Art Institute of Chicago,The Annunciation,Sculpture,Bronze,c. 1583,Statuary,"https://www.artic.edu/iiif/2/6e6d0abe-9881-627d-86af-98b183500b77/full/600,/0/default.jpg"
CHI_121768,Art Institute of Chicago,Plaque Depicting a Ram,Architectural fragment,Limestone,Ptolemaic Period (332–30 BCE),Reliefs,"https://www.artic.edu/iiif/2/4b2a4e8f-3160-0e00-06a0-d0014a94254f/full/600,/0/default.jpg"
CHI_120368,Art Institute of Chicago,Tomb Wall Fragment Depicting Offering Bearers and Butchers,Architectural fragment,Limestone,"Old Kingdom, mid–Dynasty 5–early Dynasty 6 (about 2445–2287 BCE)",Jewellery,"https://www.artic.edu/iiif/2/774540b2-88a0-daa9-0e3c-c229c1d98ac6/full/600,/0/default.jpg"
CHI_120365,Art Institute of Chicago,Relief Fragment Depicting Merettetiiyet with Offerings,Architectural fragment,Limestone and pigment,"First Intermediate Period, Dynasty 10, about 2050 BCE",Jewellery,"https://www.artic.edu/iiif/2/f8549781-eb13-52d3-07f0-92671e149c93/full/600,/0/default.jpg"
CHI_86961,Art Institute of Chicago,God Shiva Seated in Loving Embrace with Goddess Uma on the Bull Nandi,Sculpture,Sandstone,9th century,Statuary,"https://www.artic.edu/iiif/2/bf4873e2-88da-d396-cc90-75c2bc5f7191/full/600,/0/default.jpg"
CHI_145839,Art Institute of Chicago,Relief of a Walking Lion,Sculpture,Bronze,1850–1900,Statuary,"https://www.artic.edu/iiif/2/41f259ed-5e53-a55a-2f09-fdedb66f2bf2/full/600,/0/default.jpg"
CHI_3603,Art Institute of Chicago,"Jar with Relief of Standing Figure with Crescent Headdress, Holding Ritual Objects",Ceramics,Ceramic,1200–1450,Statuary,"https://www.artic.edu/iiif/2/942186a8-5868-f011-fe47-315f05dfab23/full/600,/0/default.jpg"
CHI_78161,Art Institute of Chicago,Trial Piece with Hieroglyphs,Architectural fragment,Granite,"Early Ptolemaic Period, about 300 BCE",Unclassified,"https://www.artic.edu/iiif/2/13438eb9-d7b2-03fb-ea48-c17d04b938a7/full/600,/0/default.jpg"
CHI_109509,Art Institute of Chicago,Relief Plaque,Architectural fragment,terracotta,Early 1st century,Pottery,"https://www.artic.edu/iiif/2/cda72121-a54a-bfdd-5201-5f67a64661bb/full/600,/0/default.jpg"
CHI_25332,Art Institute of Chicago,Triptych with Scenes from the Life of Christ,Sculpture,Ivory with traces of gold,1350–75,Statuary,"https://www.artic.edu/iiif/2/c5409bc2-35dc-342a-e506-41259963bce0/full/600,/0/default.jpg"
CHI_16143,Art Institute of Chicago,The Nativity,Sculpture,Stucco and polychrome,c. 1465,Statuary,"https://www.artic.edu/iiif/2/13cb7dc7-9fca-850e-2cca-8be75f7251aa/full/600,/0/default.jpg"
CHI_84073,Art Institute of Chicago,The Massacre of the Innocents,Sculpture,Bronze,1700/25,Statuary,"https://www.artic.edu/iiif/2/780f5e19-313e-299f-cf14-d53cc5b15b6e/full/600,/0/default.jpg"
CHI_112712,Art Institute of Chicago,Ancient Relief with Hercules and the Mares of Diomedes (recto); Two Sketches: Draped Satyr and Winged Female Figure (verso),Drawing and Watercolor,"Pen and brown ink, with traces of red chalk (recto), and pen and brown ink (verso), on tan laid paper",1521/56,Statuary,"https://www.artic.edu/iiif/2/1fc05a95-a2d8-f5b3-673f-2fb1e3b81ceb/full/600,/0/default.jpg"
CHI_105054,Art Institute of Chicago,Two Plaques with Interlaced Chimeras,Sculpture,Gilt copper alloy,1200/50,Statuary,"https://www.artic.edu/iiif/2/67372fda-8f71-b753-fc9a-ee5d3d610893/full/600,/0/default.jpg"
CHI_3215,Art Institute of Chicago,Bas Relief with Triumph of Bacchus and Ariadne,Drawing and Watercolor,Graphite on  ivory laid paper,n.d.,Reliefs,"https://www.artic.edu/iiif/2/ea9d7968-d54b-9cb5-746e-ad77dbd1f96e/full/600,/0/default.jpg"
CHI_40680,Art Institute of Chicago,Plaque with Virgin and Child,Sculpture,"Gilt bronze set against a field lapis lazuli, agate, and Sicilian jasper",1580–1600,Statuary,"https://www.artic.edu/iiif/2/375cdd63-ac52-5263-34fa-a90489ddacf8/full/600,/0/default.jpg"
CHI_64936,Art Institute of Chicago,Relief Showing the Head of a Winged Genius,Sculpture,Gypsum relief with traces of pigment,"Neo–Assyrian Period, reign of King Ashurnasirpal II (883–859 BCE)",Statuary,"https://www.artic.edu/iiif/2/c78e7b95-0652-a2dd-05f6-f9b1d68ff24d/full/600,/0/default.jpg"
CHI_63536,Art Institute of Chicago,The Birth of Saint John the Baptist,Sculpture,"Wood, polychromy, and gilding",c. 1525,Statuary,"https://www.artic.edu/iiif/2/4b429be0-552c-e37b-0a0f-b13fb7a86514/full/600,/0/default.jpg"
CHI_25221,Art Institute of Chicago,Deposition,Sculpture,Marble,c. 1800-1805,Statuary,"https://www.artic.edu/iiif/2/d36e3329-e722-50c2-23f1-bede58241c11/full/600,/0/default.jpg"
